puntaje
84.0
84.5
85.0
84.0
84.0
84.99599198396794
84.0
84.0
85.0
88.0
86.0
87.0
84.0
85.0
84.5
85.0
89.0
87.0
84.99599198396794
84.0
84.99599198396794
84.99599198396794
86.0
84.99599198396794
84.99599198396794
85.0
84.99599198396794
84.0
84.0
89.0
84.99599198396794
86.0
88.0
84.0
84.99599198396794
89.0
85.0
84.5
84.5
84.5
89.0
84.0
86.0
84.0
84.0
84.0
84.0
84.0
87.0
84.0
84.0
84.0
84.99599198396794
86.0
85.0
86.0
84.99599198396794
89.0
84.0
86.0
86.0
84.99599198396794
87.0
85.0
86.0
84.99599198396794
84.0
84.0
85.0
84.0
84.0
84.0
84.99599198396794
85.0
84.0
85.0
84.0
84.0
89.0
84.0
84.0
85.0
84.99599198396794
84.99599198396794
85.0
84.99599198396794
84.99599198396794
85.0
84.99599198396794
89.0
84.0
84.0
84.99599198396794
84.99599198396794
85.0
84.99599198396794
85.0
84.99599198396794
84.0
84.0
87.5
84.0
84.0
84.99599198396794
84.0
84.0
84.99599198396794
84.99599198396794
84.99599198396794
84.0
84.5
84.99599198396794
84.99599198396794
84.0
84.0
86.0
84.0
84.0
84.0
84.99599198396794
84.99599198396794
84.0
84.5
84.99599198396794
84.0
84.0
84.99599198396794
84.99599198396794
85.0
85.0
84.0
84.0
85.0
85.0
84.5
84.0
84.99599198396794
85.0
89.0
84.99599198396794
84.0
86.0
84.0
84.0
84.0
84.99599198396794
89.0
84.0
86.0
84.5
89.0
87.0
85.0
84.99599198396794
85.0
84.0
85.0
84.0
84.0
84.99599198396794
87.0
84.0
84.5
86.0
84.99599198396794
85.0
84.99599198396794
84.0
84.0
85.0
84.0
84.0
84.99599198396794
84.0
85.0
84.0
85.0
84.0
89.0
84.99599198396794
84.0
85.0
86.0
84.0
84.0
84.0
84.99599198396794
85.0
84.0
87.0
84.0
85.0
84.0
86.0
84.0
85.0
84.0
86.0
85.0
84.0
89.0
84.99599198396794
84.0
84.5
86.0
85.0
84.99599198396794
84.0
85.0
89.0
86.0
86.0
84.99599198396794
84.0
84.0
84.99599198396794
89.0
84.5
84.0
84.0
84.99599198396794
84.99599198396794
84.0
84.99599198396794
84.99599198396794
85.0
85.0
84.99599198396794
85.0
84.99599198396794
84.0
84.0
87.5
84.0
84.0
85.0
84.0
84.0
84.0
84.0
84.99599198396794
84.99599198396794
84.99599198396794
84.0
84.99599198396794
88.0
84.0
88.0
84.99599198396794
84.99599198396794
84.99599198396794
84.0
84.99599198396794
84.0
86.0
84.0
85.0
84.0
84.99599198396794
85.0
84.99599198396794
84.99599198396794
84.0
85.0
88.0
84.0
86.0
84.99599198396794
84.0
89.0
84.0
84.0
84.99599198396794
84.0
84.99599198396794
84.0
84.5
84.99599198396794
84.0
86.0
86.0
86.0
89.0
84.0
84.99599198396794
84.0
84.0
84.0
85.0
84.99599198396794
87.0
84.99599198396794
84.0
84.0
86.0
84.99599198396794
89.0
84.0
84.99599198396794
85.0
86.0
84.0
86.0
84.0
87.0
85.0
84.99599198396794
84.0
84.0
84.99599198396794
86.0
85.0
84.0
85.0
86.0
84.0
86.0
88.0
84.99599198396794
86.0
86.0
84.99599198396794
84.0
89.0
85.0
85.0
89.0
84.0
84.99599198396794
84.0
84.0
84.0
84.5
85.0
84.0
84.99599198396794
85.0
85.0
85.0
84.0
84.5
84.0
84.0
84.0
84.99599198396794
85.0
84.0
86.0
84.0
87.5
84.99599198396794
84.0
84.99599198396794
84.99599198396794
84.0
84.5
87.0
89.0
84.0
84.99599198396794
85.0
84.0
84.0
84.0
89.0
89.0
84.0
84.99599198396794
84.99599198396794
84.99599198396794
84.0
89.0
85.0
84.99599198396794
85.0
84.0
84.0
86.0
84.99599198396794
84.0
84.0
87.0
84.99599198396794
84.0
84.99599198396794
85.0
86.0
84.99599198396794
85.0
84.0
85.0
84.99599198396794
84.99599198396794
84.0
85.0
84.99599198396794
85.0
85.0
89.0
84.99599198396794
88.0
89.0
84.99599198396794
84.0
84.0
89.0
84.0
84.99599198396794
84.0
84.99599198396794
84.99599198396794
84.99599198396794
84.0
84.0
84.99599198396794
86.0
84.0
85.0
84.5
84.99599198396794
84.0
84.0
84.99599198396794
84.99599198396794
84.0
84.5
89.0
84.0
84.0
84.0
84.0
84.0
86.0
84.0
84.99599198396794
84.99599198396794
85.0
86.0
85.0
84.5
84.0
84.0
85.0
84.0
84.99599198396794
89.0
84.99599198396794
84.0
84.0
84.0
84.99599198396794
84.99599198396794
84.0
84.0
84.0
84.5
85.0
84.0
84.99599198396794
86.0
84.99599198396794
84.0
84.0
84.0
84.99599198396794
84.5
85.0
84.0
87.0
85.0
84.0
84.99599198396794
84.99599198396794
84.99599198396794
84.0
84.0
89.0
86.0
86.0
85.0
84.99599198396794
84.5
84.99599198396794
85.0
84.0
84.0
85.0
89.0
85.0
84.0
84.0
84.99599198396794
84.99599198396794
84.99599198396794
89.0
84.0
84.99599198396794
84.99599198396794
84.0
85.0
89.0
84.0
85.0
84.99599198396794
84.0
84.0
85.0
85.0
84.0
85.0
84.0
86.5
86.0
84.99599198396794
85.0
85.0
84.0
84.0
84.99599198396794
84.99599198396794
86.0
85.0
84.0
84.99599198396794
84.0
88.0
84.0
84.0
84.0
84.0
84.99599198396794
84.0
