responsable,tiempodetueste,temp.deinicioyfinal,perfil,merma,pesoentostado,pesoenverde,beneficio,proceso,variedad,origen,mallas,%h
-2.105671850408162,-0.048301744246392636,-0.17306736310407744,0.013527194614839089,-0.20453279585758222,0.4721413286663987,0.4631350297363484,-0.3791566513836607,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,-0.5892812619169049
-0.36142128775662496,-0.6779433427322876,-0.5166228439604577,0.013527194614839089,-0.20453279585758222,-0.5901953867683213,-0.5880017671274026,-0.3791566513836607,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,-0.5892812619169049
-0.36142128775662496,-1.6510258131195799,1.8023766518201088,1.3995443659198783,1.777737897507889e-15,0.0,0.0,2.365607803198056,1.7850536739907232,1.9281345837357047,2.2043897170951547,-0.0842358979561152,0.6323994030327802
0.5107039935691435,0.3523792729719042,-0.17306736310407744,0.013527194614839089,-1.3959345413302693,0.5783750002098706,0.5332108161939317,-0.3791566513836607,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,-0.1820543736003456
-0.36142128775662496,-0.7351834880491872,-0.2589562333181725,0.013527194614839089,0.8379437301800455,0.40840112574031545,0.4280971365075567,-0.3791566513836607,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,1.0396262913493395
1.382829274894912,0.6385799995564019,-0.946067195030933,0.7065357802673586,2.297410870635836,-0.496709755810066,-0.4828880874410275,-0.3791566513836607,-1.1467484144872588,-0.3975998093757712,-0.2542639175464581,0.0,0.0
-0.36142128775662496,-0.048301744246392636,-0.43073397374636263,0.013527194614839089,0.9224688545890269,1.8531790587315344,1.8996886521168082,-0.3791566513836607,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,2.261306956299017
0.5107039935691435,1.6689026152605937,1.6305989113919186,0.7065357802673586,-0.20453279585758222,-0.4839617152248493,-0.4828880874410275,-0.3791566513836607,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,-0.1820543736003456
-0.36142128775662496,0.3523792729719042,-0.17306736310407744,0.013527194614839089,0.9868689496151039,-0.5519512650126713,-0.5459562952528526,0.5357648334769115,-0.4137978923677634,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,-0.5892812619169049
-0.36142128775662496,-0.2772623255139908,-1.0319560652450281,0.7065357802673586,-0.20453279585758222,-0.5901953867683213,-0.5880017671274026,-1.2940781362442328,-1.8796989366067545,0.9313912724022151,0.3603994911139451,-0.0842358979561152,-0.1820543736003456
-0.36142128775662496,-0.6779433427322876,-1.0319560652450281,0.013527194614839089,1.7970221373371524,-0.595294603002408,-0.5880017671274026,-1.2940781362442328,-1.8796989366067545,-0.06535203893127466,-0.2542639175464581,-0.0842358979561152,-1.4037350385500234
0.5107039935691435,-0.7351834880491872,-1.1178449354591231,0.7065357802673586,-0.20453279585758222,-0.5901953867683213,-0.5880017671274026,-0.3791566513836607,0.3191526297517322,0.9313912724022151,0.6677311954441467,-0.0842358979561152,0.6323994030327802
0.5107039935691435,-1.6510258131195799,1.8023766518201088,1.3995443659198783,1.777737897507889e-15,0.0,0.0,2.365607803198056,1.7850536739907232,1.9281345837357047,2.2043897170951547,-0.0842358979561152,-0.1820543736003456
0.5107039935691435,-0.10554188956329218,-1.1178449354591231,0.7065357802673586,-1.0385140196900182,-0.6241901616622324,-0.6230396603561943,-0.3791566513836607,-1.1467484144872588,-1.394343120709261,1.897058012764953,-0.0842358979561152,-0.1820543736003456
-0.36142128775662496,-1.6510258131195799,-0.946067195030933,0.013527194614839089,0.9868689496151039,-0.6241901616622324,-0.6195358710333151,-2.2089996211048053,0.3191526297517322,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,-0.5892812619169049
-0.36142128775662496,-0.6207031974153882,-0.43073397374636263,0.7065357802673586,-0.20453279585758222,-0.5901953867683213,-0.5880017671274026,0.5357648334769115,-0.4137978923677634,-0.3975998093757712,-0.2542639175464581,-0.0842358979561152,0.6323994030327802
-0.36142128775662496,-0.9641440693167854,-1.0319560652450281,0.7065357802673586,-1.0385140196900182,-0.5519512650126713,-0.5529638738986109,-0.3791566513836607,-1.1467484144872588,-2.3910864320427505,-2.098254143527668,-0.0842358979561152,-0.5892812619169049
